	query acc	query length	subject acc	subject length	bit score	score	alignment length	% identity	subject tax id
786	AL358075.2	339	XR_682218	664	344.0	186	198	97.98	9598
787	LINC01851	637	NR_110286	635	1173.0	635	635	100.0	9606
788	LINC01851	637	XR_678185	652	1042.0	564	632	96.835	9598
789	Z94160.2	910	BC033336	924	1664.0	901	908	99.78	9606
790	Z94160.2	910	XM_016939121	19196	1482.0	802	837	98.686	9598
791	Z94160.2	910	XM_005206872	12882	237.0	128	871	73.479	9913
792	AL358393.1	532	AL358393	50175	632.0	342	342	100.0	9606
793	AL358393.1	532	AC280570	184072	54.7	29	29	100.0	9598
794	UST-AS1	714	NR_038408	2083	1319.0	714	714	100.0	9606
795	UST-AS1	714	XR_001718825	1577	320.0	173	188	97.34	9598
796	LINC02156	1561	AC003670	88945	2704.0	1464	1464	100.0	9606
797	LINC02156	1561	JF726031	9651	178.0	96	99	98.99	9598
798	AL358972.1	466	AL358972	172606	638.0	345	345	100.0	9606
799	AC080129.1	406	XR_002959665	2196	750.0	406	406	100.0	9606
800	AC090971.5	293	AP023475	95537968	542.0	293	293	100.0	9606
801	AL590727.1	771	AL590727	127913	1304.0	706	706	100.0	9606
802	AL590727.1	771	AC185137	195242	130.0	70	210	78.571	9598
803	AC011676.2	584	NR_161376	582	1075.0	582	582	100.0	9606
804	AC011676.2	584	XM_024345326	549	965.0	522	549	98.361	9598
805	AL355674.1	648	NR_121182	664	1197.0	648	648	100.0	9606
806	AC104241.1	628	AC104241	147821	532.0	288	288	100.0	9606
807	LINC01349	497	NR_038914	824	918.0	497	497	100.0	9606
808	AC026116.1	474	AC026116	177267	580.0	314	314	100.0	9606
809	AP001803.2	2691	NR_110137	2781	4970.0	2691	2691	100.0	9606
810	AP001803.2	2691	AC147028	170936	196.0	106	154	89.61	9598
811	AC022447.3	495	NG_033962	478523	915.0	495	495	100.0	9606
812	GATA3-AS1	2214	NR_024256	2214	4089.0	2214	2214	100.0	9606
813	GATA3-AS1	2214	XM_003312452	1454	1893.0	1025	1140	96.93	9598
814	GATA3-AS1	2214	AH015707	12965	220.0	119	363	78.512	10090
815	LINC01195	451	NR_126349	448	828.0	448	448	100.0	9606
816	AL590609.3	210	AL590609	172307	267.0	144	147	99.32	9606
817	AL590609.3	210	AC192160	203399	255.0	138	147	97.959	9598
818	AL590609.3	210	AC127375	160811	73.1	39	53	92.453	10090
819	LINC01760	382	NR_135588	387	706.0	382	382	100.0	9606
820	LINC01760	382	XR_169101	406	689.0	373	382	99.215	9598
821	AC007223.1	572	NG_011881	2480592	832.0	450	450	100.0	9606
822	AF241725.1	480	AL163227	340000	292.0	158	158	100.0	9606
823	AF241725.1	480	BS000071	153441	274.0	148	158	98.101	9598
824	AC027541.1	485	AC100807	116750	457.0	247	247	100.0	9606
825	AL357127.1	438	AL357127	124343	281.0	152	152	100.0	9606
826	AP003392.1	523	NG_050577	28441	878.0	475	525	96.952	9606
827	AP003392.1	523	AC135849	72820	226.0	122	177	89.831	9598
828	AC107396.1	735	AC107396	44722	979.0	530	530	100.0	9606
829	HRAT92	3506	NR_033963	3506	6475.0	3506	3506	100.0	9606
830	HRAT92	3506	XR_677121	5514	6165.0	3338	3493	98.54	9598
831	HRAT92	3506	XM_030254199	5164	187.0	101	190	84.737	10090
832	AC011290.1	414	AC011290	117764	460.0	249	249	100.0	9606
833	AC011290.1	414	AC275770	166135	455.0	246	249	99.598	9598
834	LINC00290	593	NR_033918	600	1096.0	593	593	100.0	9606
835	LINC00290	593	XR_169542	1656	1074.0	581	593	99.325	9598
836	AC023509.4	775	XM_011538725	5407	1432.0	775	775	100.0	9606
837	AC023509.4	775	XM_003313655	2622	1402.0	759	763	99.869	9598
838	AC044784.2	366	NR_131944	372	676.0	366	366	100.0	9606
839	AC044784.2	366	XR_001706956	453	309.0	167	185	97.297	9598
840	AC132807.1	458	AC132807	171678	566.0	306	306	100.0	9606
841	AC012379.2	1198	NG_027518	80209	2213.0	1198	1198	100.0	9606
842	AC012379.2	1198	XR_001709933	1450	1751.0	948	981	98.879	9598
843	AC005244.2	718	AC005244	127506	593.0	321	321	100.0	9606
844	AC005244.2	718	AC278923	173221	104.0	56	187	78.075	9598
845	AC012354.1	2685	AC012354	171167	4333.0	2346	2346	100.0	9606
846	AC012354.1	2685	AC187734	171221	106.0	57	95	87.368	9598
847	LINC01350	642	AF508907	400	739.0	400	400	100.0	9606
848	AC083867.1	457	XR_001745033	1126	845.0	457	457	100.0	9606
849	AC083867.1	457	AC145952	160354	704.0	381	396	98.737	9598
850	CACNA1C-AS4	735	NR_046578	737	1358.0	735	735	100.0	9606
851	CACNA1C-AS4	735	XR_001707760	689	584.0	316	319	99.687	9598
852	AL390961.1	472	NR_026794	6118	682.0	369	369	100.0	9606
853	AL390961.1	472	XM_009458102	1426	592.0	320	368	95.652	9598
854	AL161644.1	1111	AL161644	83463	1910.0	1034	1037	99.904	9606
855	AC092070.1	359	NM_001353458	4462	377.0	204	208	99.519	9606
856	AC008825.1	452	AC008825	155495	544.0	294	294	100.0	9606
857	AC008825.1	452	AC146094	192766	121.0	65	83	92.771	9598
858	AC092718.4	716	CP068262	96330493	1323.0	716	716	100.0	9606
859	AC092718.4	716	XM_003952894	5337	1269.0	687	719	98.609	9598
860	AC009154.2	724	CP068262	96330493	1338.0	724	724	100.0	9606
861	AC105094.1	316	CP068260	80542536	309.0	167	167	100.0	9606
862	LINC00351	911	NR_046989	1001	1679.0	909	909	100.0	9606
863	LINC00351	911	AC138065	173247	300.0	162	387	81.395	9598
864	AL356961.1	1923	AL356961	99469	3552.0	1923	1923	100.0	9606
865	AL356961.1	1923	AC193011	161371	87.9	47	134	78.358	9598
866	AL356961.1	1923	AC154339	174982	75.0	40	74	85.135	10090
867	AL356961.1	1923	AC149756	182955	60.2	32	51	88.235	9913
868	AC078955.1	882	XR_001749225	5313	1629.0	882	882	100.0	9606
869	AC078955.1	882	XR_001708145	1589	832.0	450	465	98.925	9598
870	AC018861.2	513	AC018861	187047	556.0	301	301	100.0	9606
871	AP003119.1	538	AP003119	136000	791.0	428	432	99.769	9606
872	AP003385.3	555	NG_013353	12690	525.0	284	284	100.0	9606
873	AP003385.3	555	AC195291	222274	503.0	272	284	98.592	9598
874	LMLN-AS1	542	NR_046669	551	987.0	534	534	100.0	9606
875	LMLN-AS1	542	XM_024355276	6751	200.0	108	118	97.458	9598
876	LMLN-AS1	542	XM_024994772	5391	159.0	86	121	90.909	9913
877	AL355592.1	386	XR_428592	444	682.0	369	369	100.0	9606
878	AL355592.1	386	XR_001720988	620	669.0	362	380	98.421	9598
879	AC009487.2	560	AC009487	183666	617.0	334	334	100.0	9606
880	AC009487.2	560	XM_001150172	4298	431.0	233	233	100.0	9598
881	AC009487.2	560	BC052737	3992	363.0	196	233	94.85	10090
882	AC009487.2	560	NM_001192049	2141	339.0	183	213	95.305	9913
883	AC016813.1	735	AC016813	183568	479.0	259	259	100.0	9606
884	AC000124.1	957	NR_110024	974	1768.0	957	957	100.0	9606
885	AC000124.1	957	AC144479	211515	1254.0	679	695	99.281	9598
886	LINC00498	455	XR_001741847	1423	841.0	455	455	100.0	9606
887	LINC00498	455	XR_679824	2199	159.0	86	93	97.849	9598
888	AC124301.1	643	AC124301	145713	610.0	330	330	100.0	9606
889	AC124301.1	643	XR_001707664	558	185.0	100	100	100.0	9598
890	AL160236.2	200	NM_001177963	2522	228.0	123	123	100.0	9606
891	AL160236.2	200	XM_001167724	2591	228.0	123	123	100.0	9598
892	AL160236.2	200	XR_236196	1514	172.0	93	123	91.87	9913
893	RNF157-AS1	1812	NR_040017	2177	3347.0	1812	1812	100.0	9606
894	RNF157-AS1	1812	XR_002940256	2985	1703.0	922	972	98.457	9598
895	RNF157-AS1	1812	AL645861	212385	134.0	72	114	88.596	10090
896	AC107031.1	347	XR_001749146	1540	641.0	347	347	100.0	9606
897	AC113349.1	583	NG_011486	158975	1005.0	544	544	100.0	9606
898	AC022973.2	549	AC103813	84129	366.0	198	198	100.0	9606
899	AC022973.2	549	XM_030248478	16788	95.3	51	63	93.651	10090
900	LINC01216	824	NR_046811	824	1522.0	824	824	100.0	9606
901	AC011897.1	346	AY928977	1658	640.0	346	346	100.0	9606
902	AF233439.1	401	AC278007	181052	265.0	143	143	100.0	9606
903	AC007422.1	1008	XR_940212	782	1445.0	782	782	100.0	9606
904	AC007422.1	1008	XR_001714562	1742	881.0	477	483	99.586	9598
905	LINC02565	478	NR_149129	478	883.0	478	478	100.0	9606
906	AC011396.1	312	AC011396	87692	307.0	166	166	100.0	9606
907	AC027682.2	336	NM_001193524	4142	401.0	217	217	100.0	9606
908	AC027682.2	336	XM_009431047	4278	390.0	211	217	99.078	9598
909	AP001120.1	3710	AP001120	181123	6852.0	3710	3710	100.0	9606
910	AP001120.1	3710	XR_001711211	5989	58.4	31	31	100.0	9598
911	AC007595.1	483	XR_933066	888	889.0	481	481	100.0	9606
912	AC007595.1	483	AC183983	154108	86.1	46	58	93.103	9598
913	AL596220.1	542	NR_126002	542	1002.0	542	542	100.0	9606
914	AL596220.1	542	XR_001711516	2219	867.0	469	479	99.374	9598
915	LINC02165	443	XR_933668	1664	819.0	443	443	100.0	9606
916	LINC02165	443	XR_001710387	262	333.0	180	186	98.925	9598
917	AC055716.3	761	NG_012322	20838	763.0	413	413	100.0	9606
918	AC055716.3	761	XM_001142631	3414	102.0	55	58	98.276	9598
919	AC027290.1	484	NM_024667	2706	595.0	322	322	100.0	9606
920	AC027290.1	484	XM_016924471	3085	579.0	313	322	99.068	9598
921	AC022039.1	488	NG_008899	1155420	647.0	350	350	100.0	9606
922	AC011352.3	593	XM_005268446	4678	1096.0	593	593	100.0	9606
923	AL022725.1	369	XR_241962	521	682.0	369	369	100.0	9606
924	AL022725.1	369	XR_001718220	514	671.0	363	369	99.458	9598
925	AL583854.1	613	XR_926786	1180	1133.0	613	613	100.0	9606
926	AC000061.1	376	NG_016465	257188	374.0	202	206	99.515	9606
927	AC000061.1	376	AC192467	234617	368.0	199	206	99.029	9598
928	AL161909.2	409	AL161909	137289	560.0	303	303	100.0	9606
929	AL161909.2	409	AC164658	171828	63.9	34	53	88.679	9598
930	LINC02498	1065	XR_427495	1067	1962.0	1062	1062	100.0	9606
931	LINC02498	1065	XR_001716754	645	697.0	377	395	98.481	9598
932	AC008852.1	451	AC008790	117021	353.0	191	191	100.0	9606
933	AC121764.2	587	AC121764	201379	976.0	528	528	100.0	9606
934	ARHGEF7-AS1	321	NR_046516	419	593.0	321	321	100.0	9606
935	AC093732.1	504	NG_034143	167008	641.0	347	347	100.0	9606
936	AL034376.1	573	AK130981	573	1059.0	573	573	100.0	9606
937	AL034376.1	573	AC096679	194020	143.0	77	143	85.315	9598
938	AC018495.1	452	AC023471	192973	630.0	341	341	100.0	9606
939	AL356417.1	1269	AL356417	106427	891.0	482	482	100.0	9606
940	AL356417.1	1269	AC183641	193876	274.0	148	469	78.465	9598
941	AC096721.1	552	AC096721	161824	874.0	473	480	99.583	9606
942	LINC02317	426	NR_146492	426	787.0	426	426	100.0	9606
943	LINC02317	426	XR_001709289	2983	370.0	200	225	96.444	9598
944	LINC02317	426	AC150569	186055	60.2	32	35	97.143	9913
945	AL592182.2	858	XR_001738045	2243	1585.0	858	858	100.0	9606
946	AL592182.2	858	XR_682436	2161	1526.0	826	858	98.834	9598
947	AL592182.2	858	AL627425	226967	279.0	151	173	95.954	10090
948	AC008572.1	442	AC020925	161452	309.0	167	167	100.0	9606
949	AC104777.3	545	AC104777	110895	725.0	392	392	100.0	9606
950	AC104777.3	545	AL844893	175570	117.0	63	128	83.594	10090
951	AC244517.9	434	AC244517	199007	372.0	201	204	99.51	9606
952	AL731555.1	1259	XR_002957084	12122	2326.0	1259	1259	100.0	9606
953	AL731555.1	1259	AC242407	38992	392.0	212	476	82.563	10090
954	Z82244.2	448	CP068256	51353906	828.0	448	448	100.0	9606
955	Z82244.2	448	BS000127	191424	193.0	104	125	94.4	9598
956	MAGEA4-AS1	850	NG_013245	19282	800.0	433	436	99.771	9606
957	MAGEA4-AS1	850	CT954340	173519	787.0	426	436	99.312	9598
958	AC010982.1	465	AC010982	217107	512.0	277	277	100.0	9606
959	LINC00428	227	NR_126389	596	420.0	227	227	100.0	9606
960	AC010319.4	691	AP023479	59105444	773.0	418	418	100.0	9606
961	AC010319.4	691	AC192590	219334	93.5	50	54	98.148	9598
962	AC003009.1	686	CP068262	96330493	1153.0	624	624	100.0	9606
963	AC079790.1	507	AC079790	161723	717.0	388	388	100.0	9606
964	AC079790.1	507	XM_003309288	7823	163.0	88	88	100.0	9598
965	AC079790.1	507	NM_001192104	1563	158.0	85	88	98.864	9913
966	AL136309.4	640	BC040916	763	1173.0	635	635	100.0	9606
967	AL136309.4	640	XM_024357040	1363	169.0	91	91	100.0	9598
968	LINC01698	727	NR_146491	596	785.0	425	425	100.0	9606
969	LINC01698	727	XR_002940692	585	741.0	401	425	98.118	9598
970	AL162399.1	130	AC255550	268325	111.0	60	60	100.0	9606
971	AL031600.2	307	NG_007567	37151	291.0	157	161	99.379	9606
972	AL844175.1	323	BC007100	1121	592.0	320	323	99.69	9606
973	AL844175.1	323	XR_001714014	403	525.0	284	290	99.31	9598
974	AL157359.1	424	CP068257	45827691	579.0	313	313	100.0	9606
975	AL157359.1	424	BS000047	214118	540.0	292	313	97.764	9598
976	AC022150.1	640	NM_018260	5230	983.0	532	532	100.0	9606
977	AC022150.1	640	XM_016934346	5279	870.0	471	548	95.803	9598
978	AL590783.1	456	NR_123718	456	843.0	456	456	100.0	9606
979	AC099542.2	553	AC099542	178351	628.0	340	340	100.0	9606
980	AC099542.2	553	XR_001713077	750	593.0	321	340	98.235	9598
981	AC073370.1	525	AC073370	178253	734.0	397	397	100.0	9606
982	AC073370.1	525	BS000196	196989	54.7	29	29	100.0	9598
983	AC007610.1	498	CP068262	96330493	392.0	212	212	100.0	9606
984	AC007610.1	498	XM_009430760	2255	283.0	153	166	97.59	9598
985	AC007610.1	498	NM_001078021	2843	150.0	81	113	91.15	9913
986	AC007610.1	498	AK044128	1135	122.0	66	100	89.0	10090
987	AL513523.3	316	NG_050682	53759	390.0	211	211	100.0	9606
988	AL513523.3	316	AC194541	176367	385.0	208	211	99.526	9598
989	AL513523.3	316	XM_024987375	4180	176.0	95	127	92.126	9913
990	AL513523.3	316	AC145082	168482	176.0	95	154	87.662	10090
991	MEF2C-AS2	463	NR_146284	463	856.0	463	463	100.0	9606
992	MEF2C-AS2	463	XM_009448884	6308	388.0	210	210	100.0	9598
993	MEF2C-AS2	463	XM_024994133	1828	372.0	201	210	98.571	9913
994	MEF2C-AS2	463	XM_030247176	6642	346.0	187	213	96.244	10090
995	MEF2C-AS2	463	XM_015280560	6625	311.0	168	210	93.333	9031
996	MEF2C-AS2	463	XM_012968569	4229	300.0	162	210	92.381	8364
997	AC010451.3	444	AC010451	159853	448.0	242	242	100.0	9606
998	LINC02127	897	XR_001710130	820	1469.0	795	816	99.142	9598
999	LINC02127	897	AC027688	177147	652.0	353	357	99.72	9606
1000	DLX2-DT	950	NR_126376	950	1755.0	950	950	100.0	9606
1001	AC098679.1	365	NR_147409	4594	459.0	248	248	100.0	9606
1002	AC098679.1	365	AC147977	213806	135.0	73	105	90.476	9598
1003	LINC01817	564	NR_146972	564	1042.0	564	564	100.0	9606
1004	LINC01817	564	XR_002942764	675	1000.0	541	566	98.587	9598
1005	LINC01817	564	AL844550	118080	147.0	79	148	85.135	10090
1006	FBXO36-IT1	582	AC009973	202383	987.0	534	534	100.0	9606
1007	Z82173.1	484	NG_009929	765203	575.0	311	311	100.0	9606
1008	AL357936.1	662	AL357936	107529	968.0	524	524	100.0	9606
1009	AC112518.1	575	AC112518	78409	673.0	364	370	99.459	9606
1010	AC011365.1	3478	AK126009	3469	6331.0	3428	3478	99.569	9606
1011	AC011365.1	3478	XR_002943978	1688	372.0	201	213	98.122	9598
1012	AC092687.2	568	NG_050575	71137	394.0	213	213	100.0	9606
1013	AC092687.2	568	AC275768	163678	63.9	34	43	93.023	9598
1014	PCAT18	2598	NR_024259	2598	4798.0	2598	2598	100.0	9606
1015	PCAT18	2598	XR_001711288	2458	457.0	247	256	98.828	9598
1016	AC107074.1	764	AC107074	36933	970.0	525	525	100.0	9606
1017	AC090124.1	448	XR_931150	976	381.0	206	209	99.522	9606
1018	AC090124.1	448	JF726733	9288	158.0	85	85	100.0	9598
1019	AC130371.1	401	CP068261	84277185	521.0	282	282	100.0	9606
1020	AC130371.1	401	AC195530	180653	111.0	60	138	81.884	9598
1021	LINC02357	1622	XR_925506	1621	2994.0	1621	1621	100.0	9606
1022	LINC02357	1622	XR_001716606	458	370.0	200	215	97.674	9598
1023	AC117462.1	554	AC117462	146853	435.0	235	235	100.0	9606
1024	AC117462.1	554	AC148932	232604	169.0	91	137	89.051	9598
1025	AC005789.1	297	AF538036	1220	544.0	294	297	99.663	9606
1026	AC005789.1	297	XM_024351300	2364	394.0	213	216	99.537	9598
1027	AC005789.1	297	XM_024979066	2373	137.0	74	190	80.526	9913
1028	NAALADL2-AS2	1038	AC135037	109292	1757.0	951	951	100.0	9606
1029	NAALADL2-AS2	1038	XR_002943237	527	95.3	51	51	100.0	9598
1030	LINC01680	299	NR_146892	344	553.0	299	299	100.0	9606
1031	LINC01680	299	XR_002943129	335	477.0	258	307	95.114	9598
1032	ETS1-AS1	1387	NR_120581	1395	2551.0	1381	1381	100.0	9606
1033	ETS1-AS1	1387	AC127581	204684	289.0	156	264	86.742	10090
1034	AC245519.1	512	AC245123	210307	401.0	217	217	100.0	9606
1035	AC245519.1	512	XR_001719992	2269	254.0	137	149	97.315	9598
1036	AC008569.1	252	NM_001784	3213	261.0	141	141	100.0	9606
1037	AC008569.1	252	XM_016935301	3210	252.0	136	139	99.281	9598
1038	AC011498.3	569	CP068259	61707359	839.0	454	454	100.0	9606
1039	AC011498.3	569	XM_009434403	3337	154.0	83	83	100.0	9598
1040	AL356157.1	732	AL356157	198917	1068.0	578	578	100.0	9606
1041	LINC02517	1364	AC104825	134369	1493.0	808	817	99.633	9606
1042	UMODL1-AS1	2141	NR_027243	2141	3954.0	2141	2141	100.0	9606
1043	UMODL1-AS1	2141	BS000226	146699	3029.0	1640	1758	97.895	9598
1044	AL163932.1	542	AL163932	170535	505.0	273	273	100.0	9606
1045	AC010761.5	287	NM_004295	2894	496.0	268	268	100.0	9606
1046	AC010761.5	287	XM_016930516	3875	490.0	265	268	99.627	9598
1047	AC010761.5	287	AK046015	3225	254.0	137	278	83.813	10090
1048	AC100800.1	2054	AY176665	2077	3751.0	2031	2056	99.611	9606
1049	AC100800.1	2054	XR_681788	2109	3557.0	1926	2057	97.91	9598
1050	LINC00555	442	AL158063	158481	817.0	442	442	100.0	9606
1051	AP002748.1	580	NG_013304	23407	669.0	362	362	100.0	9606
1052	AP002748.1	580	XM_016921306	2939	259.0	140	143	99.301	9598
1053	AP002748.1	580	XM_024987257	2991	204.0	110	143	92.308	9913
1054	AP002748.1	580	AC141437	134644	202.0	109	154	90.26	10090
1055	AC247036.1	389	NG_001019	1293908	499.0	270	270	100.0	9606
1056	AC247036.1	389	AC146175	228185	152.0	82	129	88.372	9598
1057	AC104794.3	1248	AC104794	114324	2305.0	1248	1248	100.0	9606
1058	AC104794.3	1248	AC215806	216433	71.3	38	78	83.333	9598
1059	AC114550.2	397	AC114550	159903	652.0	353	356	99.719	9606
1060	LINC00534	812	NR_051989	869	1500.0	812	812	100.0	9606
1061	LINC00534	812	AC160025	188921	195.0	105	263	80.608	9598
1062	AP001063.1	529	BC035333	599	977.0	529	529	100.0	9606
1063	AP001063.1	529	AL954247	143192	944.0	511	529	98.866	9598
1064	AP000756.1	679	NR_135090	692	1254.0	679	679	100.0	9606
1065	AL442224.1	391	XR_001746573	455	712.0	385	385	100.0	9606
1066	AL442224.1	391	XR_001721155	461	656.0	355	392	97.194	9598
1067	AC012065.1	686	AC012065	206021	1005.0	544	544	100.0	9606
1068	AC012065.1	686	AC193259	171670	75.0	40	43	97.674	9598
1069	LINC02036	910	NR_125403	910	1681.0	910	910	100.0	9606
1070	LINC02036	910	XR_679408	812	1423.0	770	812	98.276	9598
1071	LINC00500	539	AC105416	123331	845.0	457	457	100.0	9606
1072	LINC00500	539	AC194673	176032	121.0	65	83	92.771	9598
1073	AL391097.1	1620	BC035175	1638	2987.0	1617	1620	99.938	9606
1074	AL049836.1	539	AL355032	203108	784.0	424	427	99.766	9606
1075	AL451140.1	371	AL451140	187738	440.0	238	238	100.0	9606
1076	LINC02032	391	NR_134937	405	723.0	391	391	100.0	9606
1077	LINC02032	391	XR_001713108	425	686.0	371	394	98.223	9598
1078	AC131157.1	722	AC131157	180907	564.0	305	308	99.675	9606
1079	AC131157.1	722	CR937046	197298	60.2	32	59	86.441	9598
1080	AC015818.8	1519	BK001591	255901	2806.0	1519	1519	100.0	9606
1081	AC015818.8	1519	XR_002940211	3997	1131.0	612	647	98.3	9598
1082	AL390718.1	506	AL390718	176123	479.0	259	259	100.0	9606
1083	AL391361.3	379	XR_943190	1285	701.0	379	379	100.0	9606
1084	AL391361.3	379	XR_001718961	1487	654.0	354	378	97.884	9598
1085	AL512271.1	792	AL512271	132920	488.0	264	264	100.0	9606
1086	AL357558.2	425	AP023480	62398354	556.0	301	301	100.0	9606
1087	LINC01520	1487	NR_120671	1504	2747.0	1487	1487	100.0	9606
1088	LINC01520	1487	AC188706	220928	73.1	39	90	82.222	9598
1089	AC010531.4	1718	AK057367	1718	3157.0	1709	1718	99.825	9606
1090	AC010531.4	1718	XR_001710495	1794	124.0	67	73	97.26	9598
1091	AC020891.2	776	XR_002957708	1153	889.0	481	481	100.0	9606
1092	AC020891.2	776	XR_001709957	6526	822.0	445	481	97.713	9598
1093	AL355816.1	118	AL355816	141686	219.0	118	118	100.0	9606
1094	AC087633.1	715	AP023475	95537968	667.0	361	361	100.0	9606
1095	AF131216.1	5856	BX537656	5876	10765.0	5829	5860	99.846	9606
1096	AF131216.1	5856	AK306482	1939	396.0	214	223	98.655	9598
1097	AF131216.1	5856	AC120788	215810	311.0	168	231	90.909	10090
1098	AF131216.1	5856	BC151329	2778	307.0	166	223	91.48	9913
1099	AC006296.2	764	AC006296	193930	316.0	171	171	100.0	9606
1100	AC023115.1	574	AC023115	112289	645.0	349	349	100.0	9606
1101	AC023115.1	574	XR_002942529	1124	274.0	148	155	98.71	9598
1102	AC092078.2	581	XR_001751516	1673	976.0	528	528	100.0	9606
1103	AC106870.2	691	NG_009445	735793	1138.0	616	616	100.0	9606
1104	AC025265.2	478	AC025265	180064	719.0	389	389	100.0	9606
1105	AC025265.2	478	XM_009426119	7358	315.0	170	182	97.802	9598
1106	AC093904.3	368	XR_922773	1133	680.0	368	368	100.0	9606
1107	AC093904.3	368	XR_002942464	451	664.0	359	368	99.185	9598
1108	PRC1-AS1	1525	NR_051984	1528	2817.0	1525	1525	100.0	9606
1109	PRC1-AS1	1525	XR_001709580	1323	1973.0	1068	1089	99.357	9598
1110	PRC1-AS1	1525	XM_024981961	2447	141.0	76	120	88.333	9913
1111	AL160035.1	576	AL160035	146168	706.0	382	382	100.0	9606
1112	LINC01248	468	NG_050751	15719	560.0	303	303	100.0	9606
1113	AL359238.1	744	XR_944090	1245	1284.0	695	695	100.0	9606
1114	AL359238.1	744	XR_001709275	1738	1184.0	641	651	99.539	9598
1115	AC106900.2	317	AC106900	149495	586.0	317	317	100.0	9606
1116	LINC01487	905	BC037382	806	1456.0	788	794	99.748	9606
1117	LINC01487	905	XR_001713749	962	268.0	145	151	98.675	9598
1118	AC067945.3	490	NR_136318	386	664.0	359	362	99.724	9606
1119	AC067945.3	490	XM_024354987	2871	196.0	106	112	98.214	9598
1120	AC067945.3	490	XM_025001445	2579	178.0	96	120	93.333	9913
1121	AC110760.1	590	AC110760	171632	645.0	349	359	99.164	9606
1122	AP003718.1	583	NG_052813	678838	625.0	338	338	100.0	9606
1123	AP003718.1	583	AC162903	198549	200.0	108	227	82.819	10090
1124	AC079226.2	518	NG_042859	566594	534.0	289	289	100.0	9606
1125	AC091979.2	214	AC091979	63946	396.0	214	214	100.0	9606
1126	AC091979.2	214	AL669871	208519	165.0	89	157	85.987	10090
1127	AC011497.1	561	AK310497	983	1037.0	561	561	100.0	9606
1128	AC011497.1	561	AC193891	200301	736.0	398	416	98.558	9598
1129	BTBD9-AS1	560	NR_144472	666	1027.0	556	556	100.0	9606
1130	BTBD9-AS1	560	XR_001718398	783	917.0	496	559	96.601	9598
1131	AC016757.1	1888	NR_026925	1977	3487.0	1888	1888	100.0	9606
1132	AC016757.1	1888	NM_001302403	1988	3241.0	1755	1911	97.488	9598
1133	LINC00972	788	NR_134240	833	1456.0	788	788	100.0	9606
1134	LINC00972	788	XR_001719726	843	1371.0	742	798	97.87	9598
1135	C5orf66-AS1	843	NR_105049	843	1557.0	843	843	100.0	9606
1136	C5orf66-AS1	843	XR_680321	8270	808.0	437	452	98.894	9598
1137	AC036101.1	597	AC036101	175492	970.0	525	525	100.0	9606
1138	AC025754.2	432	AC025754	157365	798.0	432	432	100.0	9606
1139	AC135012.3	4039	AP023476	94690957	6667.0	3610	3610	100.0	9606
1140	AC135012.3	4039	XR_170497	670	824.0	446	455	99.341	9598
1141	AC135012.3	4039	XR_238288	2852	355.0	192	529	79.773	9913
1142	AL359475.1	292	XR_001743535	13795	292.0	158	158	100.0	9606
1143	LINC01986	590	NR_110824	717	1090.0	590	590	100.0	9606
1144	LINC01986	590	AC183102	172268	854.0	462	537	95.345	9598
1145	LINC01957	751	NR_134282	795	1387.0	751	751	100.0	9606
1146	LINC01957	751	XR_680266	751	1321.0	715	751	98.402	9598
1147	AC011377.1	275	NG_030444	30406	276.0	149	149	100.0	9606
1148	AL353633.1	382	XR_942123	215	233.0	126	126	100.0	9606
1149	AL353633.1	382	AC195519	193150	60.2	32	51	88.235	9598
1150	AC025811.1	472	CP068259	61707359	872.0	472	472	100.0	9606
1151	AC025811.1	472	XM_016935575	630	313.0	169	172	99.419	9598
1152	LINC02536	625	XR_001743852	5145	1155.0	625	625	100.0	9606
1153	AC090425.2	501	AC090425	97868	926.0	501	501	100.0	9606
1154	AC090425.2	501	AK305913	2908	178.0	96	100	99.0	9598
1155	AL627309.4	457	FO681485	40310	455.0	246	246	100.0	9606
1156	AL627309.4	457	AC182391	188995	435.0	235	248	98.387	9598
1157	AC022784.3	422	XR_002959187	605	780.0	422	422	100.0	9606
1158	DNAAF4-CCPG1	4589	NR_037923	4838	8475.0	4589	4589	100.0	9606
1159	DNAAF4-CCPG1	4589	XM_016927077	3458	6192.0	3353	3407	99.472	9598
1160	DNAAF4-CCPG1	4589	XM_002690897	3379	3694.0	2000	3063	88.639	9913
1161	DNAAF4-CCPG1	4589	NM_001286544	3087	1502.0	813	2463	78.116	10090
1162	DNAAF4-CCPG1	4589	NM_001008674	1829	320.0	173	1067	72.54	9031
1163	AC068020.1	661	NG_026083	62752	1221.0	661	661	100.0	9606
1164	AC068020.1	661	AC183110	165123	1070.0	579	662	95.921	9598
1165	PRRX2-AS1	429	NR_132102	502	793.0	429	429	100.0	9606
1166	AC019130.1	391	NG_032572	389386	538.0	291	291	100.0	9606
1167	AC019130.1	391	AC102491	190728	111.0	60	63	98.413	10090
1168	AC019130.1	391	XM_016950702	4027	99.0	53	56	98.214	9598
1169	AC019130.1	391	XR_003038041	1480	91.6	49	55	96.364	9913
1170	AC003666.1	611	AC003666	151750	455.0	246	246	100.0	9606
1171	AC003666.1	611	AC191886	139932	82.4	44	53	94.34	9598
1172	AC027601.4	610	CP068261	84277185	1127.0	610	610	100.0	9606
1173	AC027601.4	610	XM_016933162	3565	213.0	115	121	98.347	9598
