	query acc	query length	subject acc	subject length	bit score	score	alignment length	% identity	subject tax id
758	LINC01566	2801	NR_027079	2815	5173.0	2801	2801	100.0	9606
759	LINC01566	2801	AK305853	2156	1214.0	657	663	99.698	9598
760	LINC01566	2801	XM_024997451	6259	374.0	202	335	86.866	9913
761	AC005730.3	366	CP068261	84277185	676.0	366	366	100.0	9606
762	AC005730.3	366	AC194541	176367	82.4	44	57	92.982	9598
763	AC074117.1	3060	AK127582	3061	5629.0	3048	3061	99.869	9606
764	AC074117.1	3060	AC194767	189337	2143.0	1160	1484	93.127	9598
765	MALINC1	2769	NR_102739	3153	5114.0	2769	2769	100.0	9606
766	MALINC1	2769	XR_680345	2505	2867.0	1552	1595	99.185	9598
767	AC104232.2	769	XM_017014002	25914	483.0	261	261	100.0	9606
768	AC104232.2	769	AC151486	154019	145.0	78	117	88.889	9598
769	APTR	2029	NR_134254	2029	3747.0	2029	2029	100.0	9606
770	APTR	2029	AC145992	208817	2907.0	1574	1661	98.374	9598
771	AC135178.3	579	NG_031989	12732	791.0	428	432	99.769	9606
772	AC135178.3	579	AC198461	201874	730.0	395	432	97.222	9598
773	AC026150.3	499	AC278855	172303	922.0	499	499	100.0	9606
774	AC026150.3	499	AC275834	202382	867.0	469	499	97.996	9598
775	TMSB15B-AS1	1240	NR_146556	1259	2290.0	1240	1240	100.0	9606
776	TMSB15B-AS1	1240	AC280495	217778	340.0	184	231	93.506	9598
777	AC012150.1	593	AC012150	227305	843.0	456	456	100.0	9606
778	AC012150.1	593	AC198729	165243	320.0	173	460	79.783	9598
779	RRN3P2	2132	BC042920	2147	3932.0	2129	2132	99.953	9606
780	RRN3P2	2132	XM_024354067	6962	1716.0	929	974	98.46	9598
781	RRN3P2	2132	NM_001039521	3607	667.0	361	618	86.408	10090
782	RRN3P2	2132	NM_001192432	3780	616.0	333	474	90.084	9913
783	LINC01048	511	NR_125762	541	944.0	511	511	100.0	9606
784	LINC01048	511	XR_001708929	531	808.0	437	446	99.327	9598
785	AC023830.3	1455	AC023830	182662	2687.0	1455	1455	100.0	9606
786	AC107464.1	2120	XR_246615	2245	3869.0	2095	2095	100.0	9606
787	AC107464.1	2120	XM_024355985	5197	309.0	167	222	92.342	9598
788	AC107464.1	2120	X57146	2994	228.0	123	220	85.909	9913
789	KCNIP4-IT1	9848	NG_052969	1227136	18186.0	9848	9848	100.0	9606
790	KCNIP4-IT1	9848	AC183639	183185	159.0	86	227	80.617	9598
791	AC006063.1	560	AC006063	150001	754.0	408	408	100.0	9606
792	AC006063.1	560	AC148077	155373	171.0	92	183	84.153	9598
793	AL157756.1	2859	BC035195	2871	5258.0	2847	2853	99.93	9606
794	AL157756.1	2859	AC270707	160972	329.0	178	318	85.849	9598
795	LNCSRLR	709	NR_146297	709	1310.0	709	709	100.0	9606
796	LNCSRLR	709	BS000060	159919	224.0	121	301	80.731	9598
797	LNCSRLR	709	AC226428	174759	91.6	49	158	78.481	9913
798	AC091057.3	792	AC278829	172635	1463.0	792	792	100.0	9606
799	AC091057.3	792	AC280186	164402	1406.0	761	792	98.737	9598
800	AC091057.3	792	XM_024999512	6855	501.0	271	810	79.012	9913
801	MKNK1-AS1	2445	NR_038403	2445	4516.0	2445	2445	100.0	9606
802	MKNK1-AS1	2445	CT827813	156938	3169.0	1716	1774	98.929	9598
803	MKNK1-AS1	2445	JN947269	36566	654.0	354	606	86.634	10090
804	AC004477.1	2910	CP068261	84277185	5374.0	2910	2910	100.0	9606
805	AC004477.1	2910	XR_001710767	1102	1435.0	777	843	97.628	9598
806	AL162412.1	965	AL162412	189277	1783.0	965	965	100.0	9606
807	AL162412.1	965	XM_016960485	1829	1703.0	922	971	98.455	9598
808	AC079600.3	447	NG_012965	138433	549.0	297	297	100.0	9606
809	AC010327.5	3061	AC010327	146664	5653.0	3061	3061	100.0	9606
810	AC010327.5	3061	XM_001135069	1761	1059.0	573	588	99.15	9598
811	LINC02577	3049	NR_170309	3228	5624.0	3045	3045	100.0	9606
812	LINC02577	3049	AC188593	215493	5044.0	2731	2861	98.532	9598
813	LINC02577	3049	KX592814	12712469	67.6	36	45	93.333	9913
814	LINC02577	3049	AC153884	195597	62.1	33	49	89.796	10090
815	AC099681.1	552	XR_681357	4602	965.0	522	552	98.188	9598
816	AC099681.1	552	XR_001745213	3800	752.0	407	407	100.0	9606
817	AC084082.1	956	AC090195	121721	1195.0	647	647	100.0	9606
818	AC084082.1	956	XM_016959527	4146	904.0	489	529	97.543	9598
819	AC084082.1	956	AC141209	192274	141.0	76	100	92.0	10090
820	AC084082.1	956	XM_025147987	5723	124.0	67	100	90.0	9031
821	AC084082.1	956	XM_024998941	3402	91.6	49	93	84.946	9913
822	ARHGEF7-AS2	1239	NR_046667	1239	2289.0	1239	1239	100.0	9606
823	ARHGEF7-AS2	1239	XM_016925546	6421	1033.0	559	604	97.682	9598
824	ARHGEF7-AS2	1239	NM_001293096	4949	198.0	107	134	93.284	9913
825	AC011632.1	2810	AK024242	2811	5156.0	2792	2811	99.787	9606
826	AC011632.1	2810	AC187733	168847	213.0	115	124	97.581	9598
827	UBXN7-AS1	386	NR_046745	908	713.0	386	386	100.0	9606
828	UBXN7-AS1	386	AC087556	219730	298.0	161	323	83.901	10090
829	UBXN7-AS1	386	XM_016940205	1820	279.0	151	154	99.351	9598
830	UBXN7-AS1	386	XM_024991209	9473	202.0	109	144	92.361	9913
831	AC010997.3	1890	AC010997	189639	2868.0	1553	1553	100.0	9606
832	AC099811.5	819	CP068261	84277185	1251.0	677	677	100.0	9606
833	AC099811.5	819	AL591466	239847	110.0	59	126	83.333	10090
834	AC005912.2	2400	AK124350	2400	4433.0	2400	2400	100.0	9606
835	AC005912.2	2400	AC144778	187115	453.0	245	426	86.15	10090
836	AC005912.2	2400	CT737396	227066	191.0	103	266	80.451	9598
837	AC090260.1	1931	AP023475	95537968	3567.0	1931	1931	100.0	9606
838	AC090260.1	1931	AC146337	171894	200.0	108	204	84.314	9598
839	FLJ46906	917	AL590617	124699	1282.0	694	694	100.0	9606
840	FLJ46906	917	XR_001718769	1070	688.0	372	387	98.708	9598
841	LINC01761	2755	NR_033966	2755	5088.0	2755	2755	100.0	9606
842	LINC01761	2755	AC192766	196935	1432.0	775	2054	79.99	9598
843	AC023813.3	539	CP068262	96330493	737.0	399	399	100.0	9606
844	AC023813.3	539	AL954213	156234	150.0	81	311	76.527	9598
845	AC023813.3	539	AJ871176	171712	82.4	44	103	81.553	9913
846	NEAT1	22743	NR_131012	22743	41999.0	22743	22743	100.0	9606
847	NEAT1	22743	XR_001707351	6542	6669.0	3611	3739	98.903	9598
848	NEAT1	22743	XR_003033235	5999	630.0	341	954	79.874	9913
849	AL360181.1	184	AL360181	116311	263.0	142	142	100.0	9606
850	AL360181.1	184	BS000171	218680	65.8	35	44	93.182	9598
851	AC092652.1	680	XR_923393	1252	1256.0	680	680	100.0	9606
852	AC092652.1	680	XR_001716216	3931	987.0	534	546	99.267	9598
853	SCARNA9	353	AP003499	193227	652.0	353	353	100.0	9606
854	SCARNA9	353	AC149132	215862	525.0	284	349	93.983	9598
855	CERNA1	1972	AF007131	1993	3637.0	1969	1972	99.949	9606
856	CERNA1	1972	XM_009429138	8720	481.0	260	263	99.62	9598
857	CERNA1	1972	XM_024998030	6645	359.0	194	263	91.255	9913
858	CERNA1	1972	AC133947	168997	335.0	181	265	89.434	10090
859	LINC01933	3591	AK001582	3591	6615.0	3582	3591	99.916	9606
860	LINC01933	3591	XR_001717998	556	464.0	251	254	99.606	9598
861	AC234917.1	316	NG_033879	20043	403.0	218	218	100.0	9606
862	AC234917.1	316	AC195637	185754	357.0	193	218	96.33	9598
863	AC010883.1	398	XR_001739444	449	654.0	354	354	100.0	9606
864	AC010883.1	398	XR_678066	570	638.0	345	354	99.153	9598
865	AC010883.1	398	JN953025	39052	148.0	80	134	86.567	10090
866	AL160408.3	3564	AK127758	3565	6571.0	3558	3565	99.944	9606
867	AL160408.3	3564	AC188570	201496	134.0	72	91	93.407	9598
868	LINC00894	3414	U66047	3287	4878.0	2641	2641	100.0	9606
869	LINC00894	3414	XM_024353076	4566	2654.0	1437	1493	98.794	9598
870	AL591848.4	3472	NG_050633	13083	6412.0	3472	3472	100.0	9606
871	AL591848.4	3472	XM_016942132	3096	1664.0	901	954	98.323	9598
872	WDFY3-AS2	5814	AY250185	6354	10732.0	5811	5814	99.983	9606
873	WDFY3-AS2	5814	XR_001716871	571	287.0	155	155	100.0	9598
874	AC004889.1	3412	AC004889	130030	4887.0	2646	2646	100.0	9606
875	AC004889.1	3412	AC148318	194952	4726.0	2559	2646	98.904	9598
876	AP003119.2	336	NR_120562	336	621.0	336	336	100.0	9606
877	AL499616.1	2633	NR_110699	2633	4863.0	2633	2633	100.0	9606
878	AL499616.1	2633	XR_676149	4389	4719.0	2555	2633	99.013	9598
879	AC107294.2	701	XR_001713827	3870	1240.0	671	701	98.573	9598
880	AC107294.2	701	NR_160768	1917	983.0	532	532	100.0	9606
881	AC105137.2	984	NG_052855	93405	1818.0	984	984	100.0	9606
882	MIATNB	1006	NR_110543	1682	1190.0	644	644	100.0	9606
883	MIATNB	1006	XR_001712950	15370	752.0	407	425	98.588	9598
884	GAS6-AS1	7169	NG_029703	50525	12303.0	6662	6662	100.0	9606
885	GAS6-AS1	7169	XM_024348415	2533	228.0	123	123	100.0	9598
886	AC007743.1	3075	AK096196	3072	5614.0	3040	3076	99.642	9606
887	AC007743.1	3075	AC193539	208419	1847.0	1000	1076	97.677	9598
888	AL117336.3	1107	AL117336	190690	1618.0	876	876	100.0	9606
889	AL117336.3	1107	AC159025	181817	414.0	224	288	92.708	9598
890	AL590999.1	3776	AK125892	3776	6974.0	3776	3776	100.0	9606
891	AL590999.1	3776	XM_016955404	9058	204.0	110	113	99.115	9598
892	AL590999.1	3776	XM_024983894	5356	130.0	70	85	94.118	9913
893	AL590999.1	3776	AC165258	203927	122.0	66	109	87.156	10090
894	FLJ22447	1655	AK026100	1659	3001.0	1625	1655	99.396	9606
895	FLJ22447	1655	AC275679	248414	1589.0	860	984	95.833	9598
896	AL117192.1	1990	AK093301	1990	3642.0	1972	1990	99.698	9606
897	AL117192.1	1990	AC183761	205916	198.0	107	190	85.789	9598
898	RN7SL832P	1756	AC270055	37053	3243.0	1756	1756	100.0	9606
899	RN7SL832P	1756	AC270592	146806	387.0	209	297	90.236	9598
900	LINC00174	4702	NR_026873	4426	8170.0	4424	4424	100.0	9606
901	LINC00174	4702	XM_024358183	9016	6109.0	3308	3717	96.449	9598
902	AP003716.1	3387	AK091996	3383	6063.0	3283	3387	98.996	9606
903	AP003716.1	3387	AC192852	174298	3323.0	1799	2222	93.924	9598
904	AC090181.1	264	XR_001709506	3971	472.0	255	264	98.864	9598
905	AC090181.1	264	MK280167	5156	296.0	160	160	100.0	9606
906	LINC00113	572	NR_024357	524	909.0	492	492	100.0	9606
907	LINC00113	572	BS000220	150817	379.0	205	217	98.157	9598
908	LINC01148	1763	NR_038445	1763	3256.0	1763	1763	100.0	9606
909	LINC01148	1763	XR_001709422	1767	3088.0	1672	1772	98.251	9598
910	AC104986.2	380	XR_928448	370	678.0	367	367	100.0	9606
911	AC104986.2	380	XR_001720600	364	651.0	352	364	98.901	9598
912	LINC01354	2860	NR_038426	2860	5282.0	2860	2860	100.0	9606
913	LINC01354	2860	XM_016941172	3010	5001.0	2708	2876	98.157	9598
914	AC025437.2	548	AC025437	171125	961.0	520	520	100.0	9606
915	AC025437.2	548	AC192392	166551	259.0	140	143	99.301	9598
916	AC092332.1	829	AC092332	155886	1531.0	829	829	100.0	9606
917	AC234772.2	528	AC255398	201381	976.0	528	528	100.0	9606
918	AC234772.2	528	AC194656	164198	931.0	504	528	98.674	9598
919	AL161937.2	733	XR_936834	1057	1354.0	733	733	100.0	9606
920	AL161937.2	733	XM_001143083	2418	189.0	102	127	93.701	9598
921	SNHG11	2652	AK055434	2652	4868.0	2636	2652	99.811	9606
922	SNHG11	2652	XR_002940983	132	239.0	129	132	99.242	9598
923	LINC01847	5607	NR_109891	5607	10355.0	5607	5607	100.0	9606
924	LINC01847	5607	XR_680424	5903	9867.0	5343	5614	98.432	9598
925	LINC01847	5607	AL669816	203827	379.0	205	405	83.704	10090
926	LINC01847	5607	LR812078	55350661	62.1	33	39	94.872	7955
927	SNHG21	790	NR_110096	810	1459.0	790	790	100.0	9606
928	SNHG21	790	XR_674696	2902	761.0	412	436	98.165	9598
929	SNHG21	790	XM_005221840	5882	182.0	98	324	78.395	9913
930	AC087477.4	542	AP023475	95537968	623.0	337	337	100.0	9606
931	AC009137.2	641	CP068262	96330493	1038.0	562	562	100.0	9606
932	AC009137.2	641	XM_016930065	3186	741.0	401	407	99.509	9598
933	AZIN1-AS1	3878	AC051654	176393	3099.0	1678	1678	100.0	9606
934	AZIN1-AS1	3878	XR_681992	647	619.0	335	344	99.128	9598
935	AC098851.1	570	AC073635	130822	403.0	218	218	100.0	9606
936	AC098851.1	570	AC270719	167521	398.0	215	218	99.541	9598
937	LINC00707	3105	AL392086	220225	4021.0	2177	2177	100.0	9606
938	LINC00707	3105	AC159023	180977	320.0	173	234	91.453	9598
939	AC091231.1	391	AC091231	187779	610.0	330	337	99.407	9606
940	AC091231.1	391	AC193255	165229	111.0	60	93	88.172	9598
941	HTT-AS	515	NR_045414	740	952.0	515	515	100.0	9606
942	HTT-AS	515	KF990992	2774	165.0	89	89	100.0	10090
943	AC084125.3	398	AC084125	197294	429.0	232	232	100.0	9606
944	AC084125.3	398	AC148830	162770	91.6	49	68	91.176	9598
945	AL121992.2	256	NG_053033	60264	473.0	256	256	100.0	9606
946	LINC02309	207	XR_944113	436	248.0	134	134	100.0	9606
947	LINC02309	207	XR_001709421	297	243.0	131	134	99.254	9598
948	BDNF-AS	2324	NR_002832	2322	4289.0	2322	2322	100.0	9606
949	BDNF-AS	2324	XR_001707222	818	699.0	378	384	99.479	9598
950	BDNF-AS	2324	AY231131	3774	294.0	159	231	90.043	10090
951	LINC02275	4365	NR_037878	4365	8061.0	4365	4365	100.0	9606
952	LINC02275	4365	CU076054	175891	614.0	332	423	92.908	9598
953	PHKA1-AS1	598	NR_110391	599	1105.0	598	598	100.0	9606
954	PHKA1-AS1	598	AC280546	176098	701.0	379	391	98.977	9598
955	AC012464.3	2773	AC012464	173765	5121.0	2773	2773	100.0	9606
956	AC012464.3	2773	CU464044	132470	359.0	194	396	83.586	9598
957	AC046195.1	4171	AK127771	4143	7587.0	4108	4146	99.711	9606
958	AC046195.1	4171	XM_024345293	2319	1146.0	620	683	97.072	9598
959	AC010913.1	2744	AC010913	209161	5068.0	2744	2744	100.0	9606
960	AC010913.1	2744	XM_016934674	5226	547.0	296	587	83.646	9598
961	AC103974.1	874	XR_001748146	969	1387.0	751	751	100.0	9606
962	AC103974.1	874	XM_016920551	6869	403.0	218	236	97.458	9598
963	AC136475.5	827	AC240554	39561	1048.0	567	567	100.0	9606
964	AC136475.5	827	AC196938	204260	244.0	132	223	86.996	9598
965	LINC02115	432	NR_104670	432	798.0	432	432	100.0	9606
966	HELLPAR	205012	JX088243	205012	378600.0	205012	205012	100.0	9606
967	HELLPAR	205012	XM_001156403	7195	12096.0	6550	6701	99.284	9598
968	ERVK9-11	3336	AC011455	148876	6161.0	3336	3336	100.0	9606
969	ERVK9-11	3336	AC280253	202176	2499.0	1353	2015	89.429	9598
970	DISC1FP1	1734	AK130626	1734	3203.0	1734	1734	100.0	9606
971	DISC1FP1	1734	XR_001707483	530	163.0	88	94	97.872	9598
972	AC074135.2	538	CP068259	61707359	418.0	226	226	100.0	9606
973	AC074135.2	538	XR_001711692	3288	407.0	220	226	99.115	9598
974	LINC02021	1608	AC130888	114687	2331.0	1262	1262	100.0	9606
975	LINC02021	1608	AC182633	202455	2071.0	1121	1262	96.513	9598
976	AL691515.1	733	AL691515	199421	1232.0	667	667	100.0	9606
977	AL691515.1	733	CT476826	151456	89.8	48	122	81.148	9598
978	AL691515.1	733	XM_024987933	982	62.1	33	33	100.0	9913
979	AJ011932.1	465	NR_109931	1067	859.0	465	465	100.0	9606
980	AJ011932.1	465	XR_677885	1525	837.0	453	465	99.14	9598
981	DM1-AS	730	NR_147193	730	1349.0	730	730	100.0	9606
982	DM1-AS	730	XM_016936244	2646	209.0	113	113	100.0	9598
983	DM1-AS	730	JN947281	39175	126.0	68	101	89.109	10090
984	DM1-AS	730	AJ133778	1152	84.2	45	60	91.667	9031
985	DM1-AS	730	XM_005212654	2093	75.0	40	46	95.652	9913
986	DM1-AS	730	AF108819	191	54.7	29	32	96.875	7955
987	AL356022.1	483	AL356022	137723	496.0	268	268	100.0	9606
988	AL356022.1	483	AC280415	215248	156.0	84	146	86.301	9598
989	AC016590.1	2303	AP023479	59105444	4253.0	2303	2303	100.0	9606
990	AC016590.1	2303	AC183296	180482	3892.0	2107	2308	97.184	9598
991	AC046158.2	707	NG_011698	1120014	977.0	529	529	100.0	9606
992	AC025946.1	430	AC025946	197191	335.0	181	181	100.0	9606
993	AC025946.1	430	AC192181	202957	119.0	64	84	92.857	9598
994	AC025946.1	430	AC147177	56563	110.0	59	69	95.652	8364
995	LINC01563	750	NR_110896	748	1382.0	748	748	100.0	9606
996	LINC01563	750	XR_675325	683	1218.0	659	671	99.404	9598
997	UFL1-AS1	548	XR_680903	1017	372.0	201	232	96.121	9598
998	UFL1-AS1	548	AL021367	139350	243.0	131	131	100.0	9606
999	AL392172.1	768	NR_165117	790	1419.0	768	768	100.0	9606
1000	AL392172.1	768	XR_001712807	2020	1282.0	694	727	98.624	9598
1001	AL078590.2	1360	AJ606329	1553	2350.0	1272	1285	99.689	9606
1002	AL078590.2	1360	XR_001718746	1809	869.0	470	495	98.384	9598
1003	LINC01002	1761	NR_028324	4874	3253.0	1761	1761	100.0	9606
1004	LINC01002	1761	XM_024351738	2701	2433.0	1317	1459	96.779	9598
1005	AC211476.2	708	AC211476	212731	1308.0	708	708	100.0	9606
1006	AC211476.2	708	XM_009453332	6673	1286.0	696	708	99.435	9598
1007	AC009061.2	1462	XR_933692	1617	2700.0	1462	1462	100.0	9606
1008	AC009061.2	1462	AC192835	142528	1040.0	563	576	99.306	9598
1009	AC092683.1	2830	BC032409	2913	5083.0	2752	2830	99.152	9606
1010	AC092683.1	2830	AC183531	226981	3956.0	2142	2296	97.953	9598
1011	AC007786.3	596	XR_002958394	3070	1101.0	596	596	100.0	9606
1012	ARHGEF9-IT1	394	NR_138419	416	701.0	379	400	98.5	9606
1013	ARHGEF9-IT1	394	AC194802	174250	455.0	246	249	99.598	9598
1014	AC012462.3	131	XR_923862	557	141.0	76	76	100.0	9606
1015	LINC01951	1925	NR_046113	2143	3555.0	1925	1925	100.0	9606
1016	LINC01951	1925	AC278950	176604	776.0	420	657	88.432	9598
1017	AC017083.1	979	AC017083	198278	1808.0	979	979	100.0	9606
1018	AC079610.1	1727	NR_161186	2497	3190.0	1727	1727	100.0	9606
1019	AC079610.1	1727	AC192805	166794	1127.0	610	1020	86.961	9598
1020	AC010737.1	559	AC010084	149139	623.0	337	337	100.0	9606
1021	AC010737.1	559	BS000016	148564	473.0	256	313	93.93	9598
1022	AC008568.1	821	AC008876	152707	1098.0	594	594	100.0	9606
1023	AC008568.1	821	AC275821	178219	89.8	48	51	98.039	9598
1024	AL512329.2	548	XR_001743921	1031	1013.0	548	548	100.0	9606
1025	AL606516.1	1861	NR_110412	1861	3437.0	1861	1861	100.0	9606
1026	AL606516.1	1861	CU467492	150746	1382.0	748	766	99.217	9598
1027	LINC01422	6043	BX647841	6981	10979.0	5945	6045	99.454	9606
1028	LINC01422	6043	XR_001712962	15421	2085.0	1129	1159	99.137	9598
1029	AC005162.3	3695	NR_038965	3721	6769.0	3665	3707	99.676	9606
1030	AC005162.3	3695	AC189738	201468	5867.0	3177	3368	98.248	9598
1031	AC025437.4	681	AC025437	171125	998.0	540	540	100.0	9606
1032	AC025437.4	681	AC192838	229398	215.0	116	207	85.507	9598
1033	AC025437.4	681	KX592814	12712469	54.7	29	44	88.636	9913
1034	TCF7L1-IT1	458	NR_046797	458	846.0	458	458	100.0	9606
1035	AC104564.2	638	NG_054920	15153	1179.0	638	638	100.0	9606
1036	AL445465.2	461	NR_125859	847	852.0	461	461	100.0	9606
1037	AL445465.2	461	XR_001718527	2175	730.0	395	404	99.257	9598
1038	LINC02315	696	BX248273	884	1258.0	681	685	99.854	9606
1039	LINC02315	696	AC186384	215740	972.0	526	538	99.257	9598
1040	AC092127.1	3455	NG_054715	513695	6381.0	3455	3455	100.0	9606
1041	AC092127.1	3455	AC158313	168864	460.0	249	396	88.131	10090
1042	AC092127.1	3455	AC270542	197947	219.0	118	151	92.715	9598
1043	AL359265.3	579	BK000438	421987	448.0	242	242	100.0	9606
1044	AL359265.3	579	AL954220	241304	126.0	68	83	93.976	9598
1045	AC007342.4	721	CP068262	96330493	1057.0	572	578	99.654	9606
1046	AC007342.4	721	AC159827	176462	802.0	434	578	91.869	9598
1047	AP003117.2	545	AP003117	152176	1007.0	545	545	100.0	9606
1048	DARS-AS1	1420	AC093391	121496	1046.0	566	569	99.824	9606
1049	DARS-AS1	1420	AC192129	213941	512.0	277	345	93.623	9598
1050	AL807752.2	301	NG_029427	12953	309.0	167	167	100.0	9606
1051	AL807752.2	301	XM_016962219	3946	248.0	134	141	98.582	9598
1052	LINC00893	2347	NR_027455	2367	4335.0	2347	2347	100.0	9606
1053	LINC00893	2347	XM_024353078	4252	1609.0	871	907	98.677	9598
1054	AC009720.1	586	CP068261	84277185	830.0	449	449	100.0	9606
1055	AC009720.1	586	AC136968	172660	787.0	426	452	98.23	9598
1056	AC116903.2	1304	BC043379	1366	2409.0	1304	1304	100.0	9606
1057	AC116903.2	1304	AC123983	187806	267.0	144	150	98.667	9598
1058	AC116903.2	1304	AC114591	212299	255.0	138	308	82.143	10090
1059	AC124045.1	1953	AC124045	64966	3607.0	1953	1953	100.0	9606
1060	AC093151.3	709	AC277844	235375	1068.0	578	578	100.0	9606
1061	AC093151.3	709	JN959708	39166	58.4	31	31	100.0	10090
1062	AC093151.3	709	AC198194	203399	52.8	28	31	96.774	9598
1063	AP000892.2	324	NG_029372	37571	599.0	324	324	100.0	9606
1064	AP000892.2	324	AC195476	169016	78.7	42	57	91.228	9598
1065	GOLGA8M	557	AC279063	164812	852.0	461	461	100.0	9606
1066	GOLGA8M	557	AC278919	154793	830.0	449	461	99.132	9598
1067	MAFA-AS1	417	NR_126358	417	771.0	417	417	100.0	9606
1068	SMC5-AS1	1818	AK124136	1817	3345.0	1811	1817	99.89	9606
1069	SMC5-AS1	1818	XR_001720781	9477	1709.0	925	952	99.055	9598
1070	SMC5-AS1	1818	XM_002689639	3365	202.0	109	151	90.728	9913
1071	AC093677.2	1863	AC093677	148179	3441.0	1863	1863	100.0	9606
1072	AC093677.2	1863	XM_024356118	4039	989.0	535	547	99.269	9598
1073	AC007952.6	2673	CP068261	84277185	4937.0	2673	2673	100.0	9606
1074	AC007952.6	2673	XR_002940202	2872	2887.0	1563	1623	98.768	9598
1075	KCNQ1OT1	91667	NG_016178	98671	169300.0	91667	91667	100.0	9606
1076	KCNQ1OT1	91667	AC213068	209476	6986.0	3783	4608	94.206	9598
1077	GNG12-AS1	2232	NR_040077	2247	4122.0	2232	2232	100.0	9606
1078	GNG12-AS1	2232	XR_002938240	1958	924.0	500	556	96.942	9598
1079	GNG12-AS1	2232	AC147177	56563	111.0	60	81	91.358	8364
1080	LINC00235	2253	CP068262	96330493	4161.0	2253	2253	100.0	9606
1081	LINC00235	2253	XM_024350006	2269	1589.0	860	937	97.332	9598
1082	AC080023.1	803	XR_001748472	2998	1483.0	803	803	100.0	9606
1083	AL357315.1	254	NG_046782	184261	387.0	209	219	98.63	9606
1084	AL357315.1	254	BS000245	201304	75.0	40	50	94.0	9598
1085	AP001596.1	1078	XR_001755129	1167	1751.0	948	948	100.0	9606
1086	AP001596.1	1078	BS000209	60991	1696.0	918	949	98.946	9598
1087	AC092757.2	633	AK023404	2490	1158.0	627	633	99.684	9606
1088	AC092757.2	633	AC187991	171982	119.0	64	124	84.677	9598
1089	GTSE1-DT	1518	XM_011530213	3698	2804.0	1518	1518	100.0	9606
1090	GTSE1-DT	1518	XM_009438623	5834	2745.0	1486	1517	99.341	9598
1091	AC010148.1	1652	AF279775	1664	2915.0	1578	1668	98.381	9606
1092	AC010148.1	1652	AC275679	248414	281.0	152	213	90.61	9598
1093	AL354771.1	602	XR_001738344	2601	691.0	374	374	100.0	9606
1094	AL354771.1	602	XM_016934377	3059	263.0	142	148	98.649	9598
1095	AL354771.1	602	XM_005216774	2812	191.0	103	148	89.865	9913
1096	OSMR-AS1	850	NR_104631	800	893.0	483	483	100.0	9606
1097	OSMR-AS1	850	XR_001717597	784	830.0	449	481	97.921	9598
1098	AL121672.3	468	CP068256	51353906	865.0	468	468	100.0	9606
1099	AL121672.3	468	AC162302	171134	414.0	224	356	88.202	10090
1100	AL360270.2	5985	AL360270	172805	11053.0	5985	5985	100.0	9606
1101	AL360270.2	5985	AC146208	169225	2156.0	1167	2560	82.461	9598
1102	HYMAI	3347	NG_009384	131299	6181.0	3347	3347	100.0	9606
1103	HYMAI	3347	XM_001172667	3717	296.0	160	174	97.701	9598
1104	AC022639.1	1094	XM_016959519	2759	1666.0	902	933	98.928	9598
1105	AC022639.1	1094	AC027017	163266	1589.0	860	863	99.884	9606
1106	TSIX	37027	NR_003255	37027	68377.0	37027	37027	100.0	9606
1107	TSIX	37027	AC195513	221908	15958.0	8641	9138	98.326	9598
1108	ZNF350-AS1	698	NR_103847	726	1290.0	698	698	100.0	9606
1109	ZNF350-AS1	698	XR_001711905	1438	1153.0	624	700	96.429	9598
1110	AC020661.3	500	XR_001751508	869	887.0	480	480	100.0	9606
1111	AC020661.3	500	XR_674477	865	865.0	468	480	99.167	9598
1112	AC021594.2	527	CP068260	80542536	837.0	453	453	100.0	9606
1113	AP003969.1	400	AC209540	39513	553.0	299	305	99.344	9606
1114	AC026979.2	403	AC026979	130318	745.0	403	403	100.0	9606
1115	AC026979.2	403	XM_016959300	1579	599.0	324	402	94.279	9598
1116	AL513550.1	1638	XR_001743064	2064	2065.0	1118	1118	100.0	9606
1117	AL513550.1	1638	XR_002944266	1022	1133.0	613	619	99.677	9598
1118	AL354674.1	1780	AL354674	137347	3288.0	1780	1780	100.0	9606
1119	AL354674.1	1780	AC160248	182426	3099.0	1678	1780	98.146	9598
1120	GHRLOS	1708	NR_004431	1782	3155.0	1708	1708	100.0	9606
1121	GHRLOS	1708	XR_001713174	3108	2477.0	1341	1390	98.849	9598
1122	AC073487.1	529	AC073487	54666	883.0	478	478	100.0	9606
1123	AC073487.1	529	AC196300	168496	852.0	461	480	98.75	9598
1124	AL139397.1	644	AL139397	136839	761.0	412	412	100.0	9606
1125	AL139397.1	644	AC280205	188128	283.0	153	166	97.59	9598
1126	SEPSECS-AS1	4055	AC104662	122457	7343.0	3976	3976	100.0	9606
1127	SEPSECS-AS1	4055	AC254946	164300	1567.0	848	1162	91.136	9598
1128	LINC00677	486	NR_138038	484	894.0	484	484	100.0	9606
1129	LINC00677	486	XR_001709369	1048	523.0	283	301	98.007	9598
1130	AC007786.1	709	XR_935895	709	1310.0	709	709	100.0	9606
1131	AC007786.1	709	XR_001711721	1974	939.0	508	535	98.318	9598
1132	AC136475.4	280	AC240554	39561	518.0	280	280	100.0	9606
1133	COLCA1	8098	EF445020	12369	14556.0	7882	7882	100.0	9606
1134	COLCA1	8098	XR_002938533	3969	3044.0	1648	1728	98.495	9598
1135	AL110115.1	364	NG_051619	70514	673.0	364	364	100.0	9606
1136	AL110115.1	364	AC192465	185879	645.0	349	364	98.626	9598
