""	"Term"	"Overlap"	"P.value"	"Adjusted.P.value"	"Old.P.value"	"Old.Adjusted.P.value"	"Odds.Ratio"	"Combined.Score"	"Genes"
"121"	"ER to Golgi vesicle-mediated transport (GO:0006888)"	"13 of 180"	0.0128504258934191	0.278686929992643	0	0	2.11998225770681	9.23120479177791	"NSF;F10;SAR1B;DCTN1;GOSR1;GBF1;TEX261;ANK3;ARFGAP2;RAB35;COPG1;SEC24C;TMED4"
"122"	"regulation of centrosome cycle (GO:0046605)"	"4 of 26"	0.0129453237640581	0.278686929992643	0	0	4.92596854622171	21.4132870180261	"VPS4B;CHMP1B;CEP250;CHMP3"
"123"	"internal peptidyl-lysine acetylation (GO:0018393)"	"4 of 26"	0.0129453237640581	0.278686929992643	0	0	4.92596854622171	21.4132870180261	"CREBBP;KAT6B;KAT6A;EP300"
"124"	"regulation of viral entry into host cell (GO:0046596)"	"4 of 26"	0.0129453237640581	0.278686929992643	0	0	4.92596854622171	21.4132870180261	"TRIM62;GSN;TRIM26;MID2"
"125"	"RNA biosynthetic process (GO:0032774)"	"4 of 26"	0.0129453237640581	0.278686929992643	0	0	4.92596854622171	21.4132870180261	"POLR2A;NCOA6;TAF5;TAF4"
"2735"	"RNA polymerase II core binding (GO:0000993)"	"4 of 26"	0.0129453237640581	0.173290811296141	0	0	4.92596854622171	21.4132870180261	"CTR9;WAC;ELP4;GTF2E1"
"126"	"actomyosin structure organization (GO:0031032)"	"7 of 71"	0.0133144794230143	0.279094412208647	0	0	2.96934586864407	12.8243172478347	"MYLIP;EPB41;EPB41L3;MYO18A;MYH9;PHACTR1;MYLK3"
"3302"	"nuclear transcription factor complex (GO:0044798)"	"7 of 71"	0.0133144794230143	0.157958142245761	0	0	2.96934586864407	12.8243172478347	"NR5A2;RXRA;ATF6B;MAX;TCF12;NFATC3;ARNT"
"127"	"regulation of cellular catabolic process (GO:0031329)"	"6 of 55"	0.0133979817623384	0.279094412208647	0	0	3.32218416280476	14.3274215100941	"PRKN;RRAGA;USP10;PIP4K2A;EP300;SOGA1"
"2736"	"hormone receptor binding (GO:0051427)"	"5 of 40"	0.013464154357822	0.176230820372382	0	0	3.87323943661972	16.6848478642328	"NCOA1;NCOA2;NCOA6;EP300;JAK1"
"128"	"intracellular protein transport (GO:0006886)"	"21 of 347"	0.013641359090732	0.279094412208647	0	0	1.75977705486112	7.55762475383191	"NSF;RABGAP1L;RAB5B;ZFYVE9;PPP1R10;SYNRG;AP3D1;TRAK1;SGSM1;SNX1;RAB40B;MYO1C;APPBP2;KIF13A;SNX15;RAB35;NUP62;TBC1D25;TBC1D14;TBC1D10A;TMED4"
"129"	"cellular protein localization (GO:0034613)"	"20 of 327"	0.0142496114748696	0.279094412208647	0	0	1.77892344105172	7.56224915516839	"NSF;RABGAP1L;RAB5B;ZFYVE9;SYNRG;AP3D1;SGSM1;RRAGA;SNX1;RAB40B;APPBP2;EPB41L3;KIF13A;SNX15;RAB35;CEP250;TBC1D25;TBC1D14;TBC1D10A;TMED4"
"130"	"positive regulation of protein transport (GO:0051222)"	"6 of 56"	0.0145655612252809	0.279094412208647	0	0	3.25557122708039	13.76812116035	"UNC13B;MYO18A;KIF20B;PCNT;OAZ2;BMP6"
"2737"	"nuclear hormone receptor binding (GO:0035257)"	"6 of 56"	0.0145655612252809	0.180860107264613	0	0	3.25557122708039	13.76812116035	"NCOA1;NCOA2;RXRA;NCOA6;NUP62;EP300"
"131"	"negative regulation of gene expression (GO:0010629)"	"33 of 618"	0.0146642146037216	0.279094412208647	0	0	1.54673283705542	6.53083986785905	"PRKN;ZNF253;HDAC5;ZNF174;CDKN1B;LDB1;ZC3H4;CIPC;UBP1;PPM1D;ARHGAP35;RPS6KA5;SIN3A;BAHD1;EPC1;ZHX2;RBFOX2;SMARCC2;ZBTB38;DAB2IP;WWP1;FOXN3;KLF4;SMARCA2;CBFA2T3;ESR1;GATAD2A;PER2;KAT6B;KAT6A;CRY2;BCOR;ZNF674"
"132"	"endocytic recycling (GO:0032456)"	"4 of 27"	0.0147764208603249	0.279094412208647	0	0	4.71155139729713	19.8578819375489	"VPS51;VPS52;RAB35;PTPN23"
"133"	"modulation by host of viral transcription (GO:0043921)"	"4 of 27"	0.0147764208603249	0.279094412208647	0	0	4.71155139729713	19.8578819375489	"SMARCB1;SP1;EP300;CHD1"
"134"	"regulation of protein localization to nucleus (GO:1900180)"	"4 of 27"	0.0147764208603249	0.279094412208647	0	0	4.71155139729713	19.8578819375489	"GSK3B;SIN3A;OTUD7B;KAT7"
"135"	"protein localization to chromosome (GO:0034502)"	"4 of 27"	0.0147764208603249	0.279094412208647	0	0	4.71155139729713	19.8578819375489	"SLF1;TNKS2;ESR1;WAPL"
"2738"	"basal RNA polymerase II transcription machinery binding (GO:0001099)"	"4 of 27"	0.0147764208603249	0.180860107264613	0	0	4.71155139729713	19.8578819375489	"CTR9;WAC;ELP4;GTF2E1"
"136"	"positive regulation of viral transcription (GO:0050434)"	"5 of 41"	0.0148951488422378	0.279094412208647	0	0	3.76545383411581	15.8402088237981	"SMARCB1;POLR2A;SP1;EP300;CHD1"
"137"	"mitotic sister chromatid cohesion (GO:0007064)"	"3 of 15"	0.0150124602348655	0.279094412208647	0	0	6.76720505617978	28.414646373373	"MAU2;SMC1A;WAPL"
"138"	"positive regulation of transcription elongation from RNA polymerase II promoter (GO:0032968)"	"3 of 15"	0.0150124602348655	0.279094412208647	0	0	6.76720505617978	28.414646373373	"CTR9;LEO1;RTF1"
"139"	"N-terminal protein amino acid acetylation (GO:0006474)"	"3 of 15"	0.0150124602348655	0.279094412208647	0	0	6.76720505617978	28.414646373373	"NAA60;CREBBP;EP300"
"140"	"negative regulation of viral entry into host cell (GO:0046597)"	"3 of 15"	0.0150124602348655	0.279094412208647	0	0	6.76720505617978	28.414646373373	"GSN;TRIM26;MID2"
"141"	"negative regulation of axon extension involved in axon guidance (GO:0048843)"	"3 of 15"	0.0150124602348655	0.279094412208647	0	0	6.76720505617978	28.414646373373	"SEMA3D;SEMA3G;SEMA4G"
"142"	"JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397)"	"3 of 15"	0.0150124602348655	0.279094412208647	0	0	6.76720505617978	28.414646373373	"STAT5B;MAPK1;PRLR"
"143"	"regulation of protein complex disassembly (GO:0043244)"	"3 of 15"	0.0150124602348655	0.279094412208647	0	0	6.76720505617978	28.414646373373	"UPF1;INSR;TBC1D25"
"144"	"regulation of cell junction assembly (GO:1901888)"	"3 of 15"	0.0150124602348655	0.279094412208647	0	0	6.76720505617978	28.414646373373	"PRKCH;MYO1C;RAPGEF1"
"2739"	"peptide N-acetyltransferase activity (GO:0034212)"	"3 of 15"	0.0150124602348655	0.180860107264613	0	0	6.76720505617978	28.414646373373	"NAA60;CREBBP;EP300"
"145"	"cytoskeleton organization (GO:0007010)"	"10 of 126"	0.0150385320588086	0.279094412208647	0	0	2.34397163120567	9.83797607889193	"SUN2;ZRANB1;MAST3;EPB41L3;DAG1;MICAL3;FLNB;QRICH1;ANK3;KIAA1958"
"2740"	"Ras GTPase binding (GO:0017016)"	"13 of 184"	0.0151963715311425	0.180860107264613	0	0	2.06995884773663	8.66629379887118	"UNC13B;NSF;RABGAP1L;SGSM1;MYO1C;VPS52;TBC1D25;TBC1D14;ERC1;RAPGEF6;TBC1D10A;OPTN;RAB3GAP1"
"2741"	"core promoter sequence-specific DNA binding (GO:0001046)"	"7 of 73"	0.0153531500224629	0.180860107264613	0	0	2.87906608457456	12.0242312481918	"SMARCB1;SP1;MAZ;ZFP64;UBTF;PRDM10;ESR1"
"146"	"negative regulation of protein kinase activity (GO:0006469)"	"9 of 109"	0.0162165268950926	0.288970651212547	0	0	2.44567988668555	10.0804184098903	"CDKN1B;FLRT1;CHAD;DUSP19;LRP5;DAB2IP;PYDC1;GP1BA;SOCS6"
"3303"	"microvillus (GO:0005902)"	"5 of 42"	0.0164244380445847	0.181616604601545	0	0	3.66349448039589	15.0532436060156	"SPN;MYO1C;USH1C;ANKS4B;TBC1D10A"
"147"	"positive regulation of signal transduction (GO:0009967)"	"14 of 206"	0.0164260255800561	0.288970651212547	0	0	1.98601699952449	8.16032196602704	"UNC13B;CREBBP;ZRANB1;SMARCB1;CHRNA7;DAB2IP;ARNT;BMP6;MYO1C;ASXL2;PDCL;NPTN;EP300;MAML3"
"148"	"neural crest cell migration (GO:0001755)"	"4 of 28"	0.0167630744330954	0.288970651212547	0	0	4.51500234411627	18.4599336646295	"GDNF;SEMA3D;SEMA3G;SEMA4G"
"149"	"protein K63-linked deubiquitination (GO:0070536)"	"4 of 28"	0.0167630744330954	0.288970651212547	0	0	4.51500234411627	18.4599336646295	"ZRANB1;USP27X;OTUD7B;OTUD1"
"150"	"regulation of cell morphogenesis (GO:0022604)"	"4 of 28"	0.0167630744330954	0.288970651212547	0	0	4.51500234411627	18.4599336646295	"ZRANB1;QRICH1;KIAA1958;BCL9L"
"151"	"protein modification by small protein conjugation (GO:0032446)"	"23 of 398"	0.0167814121393133	0.288970651212547	0	0	1.67603082851638	6.85074823199777	"RNF20;PRKN;MYLIP;KLHL25;EPAS1;CTR9;IPP;MSL2;WWP1;KEAP1;UBE3A;RTF1;RNF40;PIAS1;DDB1;RRAGA;RNF103;ZNRF3;NUP62;LEO1;WAC;KBTBD7;FBXO7"
"152"	"neuron projection development (GO:0031175)"	"12 of 167"	0.0170388217401428	0.288970651212547	0	0	2.10673151929519	8.57916040688992	"GSK3B;SAMD14;GDNF;RAB35;BLOC1S3;EPB41L3;NTF3;USH1C;DAB2IP;KIF20B;EPHB1;PPP1R9B"
"153"	"COPI coating of Golgi vesicle (GO:0048205)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"GBF1;ARFGAP2"
"154"	"protein deubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0071947)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"ZRANB1;OTUD7B"
"155"	"Golgi transport vesicle coating (GO:0048200)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"GBF1;ARFGAP2"
"156"	"protein localization to endoplasmic reticulum exit site (GO:0070973)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"SEC16A;GBF1"
"157"	"COPI-coated vesicle budding (GO:0035964)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"GBF1;ARFGAP2"
"158"	"corticosteroid receptor signaling pathway (GO:0031958)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"NCOA6;ARID1A"
"159"	"positive regulation of mitophagy in response to mitochondrial depolarization (GO:0098779)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"PRKN;OPTN"
"160"	"glycosyl compound catabolic process (GO:1901658)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"FUCA1;NAGA"
"161"	"endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"VPS4B;CHMP3"
"162"	"glucocorticoid receptor signaling pathway (GO:0042921)"	"2 of 6"	0.0173962264944008	0.288970651212547	0	0	13.5210378681627	54.7805114838426	"NCOA6;ARID1A"
"2742"	"phosphoserine residue binding (GO:0050815)"	"2 of 6"	0.0173962264944008	0.200644236723312	0	0	13.5210378681627	54.7805114838426	"LEO1;RTF1"
"3304"	"AP-3 adaptor complex (GO:0030123)"	"2 of 6"	0.0173962264944008	0.181616604601545	0	0	13.5210378681627	54.7805114838426	"VPS33A;AP3D1"
"3305"	"meiotic cohesin complex (GO:0030893)"	"2 of 6"	0.0173962264944008	0.181616604601545	0	0	13.5210378681627	54.7805114838426	"SMC1A;SMC3"
"163"	"regulation of histone H3-K4 methylation (GO:0051569)"	"3 of 16"	0.0179944443882833	0.295262499078477	0	0	6.24632670700086	25.0958181757061	"PAXIP1;CTR9;BCOR"
"164"	"protein localization to chromatin (GO:0071168)"	"3 of 16"	0.0179944443882833	0.295262499078477	0	0	6.24632670700086	25.0958181757061	"MAU2;ESR1;WAPL"
"2743"	"ubiquitin-specific protease binding (GO:1990381)"	"3 of 16"	0.0179944443882833	0.200644236723312	0	0	6.24632670700086	25.0958181757061	"PRKN;SART3;CHMP3"
"2744"	"polyubiquitin modification-dependent protein binding (GO:0031593)"	"5 of 43"	0.0180545747815544	0.200644236723312	0	0	3.5669014084507	14.3188126975365	"ZRANB1;MINDY1;ABRAXAS1;OTUD7B;OPTN"
"165"	"protein glycosylation (GO:0006486)"	"10 of 130"	0.0183467215879166	0.299218350261112	0	0	2.26536643026005	9.0576245215514	"TNKS2;MGAT5;DAG1;ALG12;ST8SIA6;DOLK;PARP16;ALG11;LARGE1;TRAK1"
"2745"	"kinase inhibitor activity (GO:0019210)"	"6 of 59"	0.0184888519885268	0.2014691004466	0	0	3.07081459403358	12.2543537925249	"CDKN1B;FLRT1;CHAD;DUSP19;GP1BA;SOCS6"
"166"	"hemopoiesis (GO:0030097)"	"7 of 76"	0.0188129041164057	0.304973042031613	0	0	2.75345942847785	10.9400787460658	"SNRK;NCOA6;KAT6A;PLD4;HIPK1;TIRAP;MIXL1"
"2746"	"GTPase binding (GO:0051020)"	"7 of 76"	0.0188129041164057	0.2014691004466	0	0	2.75345942847785	10.9400787460658	"GIT2;GOLGA4;ADAP2;ARAP1;AMBRA1;SMAP2;ARFGAP2"
"167"	"positive regulation of intracellular transport (GO:0032388)"	"5 of 44"	0.0197879628094468	0.318858730061205	0	0	3.4752618273745	13.6323451565013	"GSK3B;GAB2;PCNT;KIF20B;OAZ2"
"2747"	"microtubule motor activity (GO:0003777)"	"6 of 60"	0.0199426414079077	0.208414655524204	0	0	3.01379094185864	11.7986752563603	"KIF2A;APPBP2;KIF13A;KIF21A;SMC3;KIF20B"
"2748"	"GTPase regulator activity (GO:0030695)"	"17 of 275"	0.0206356206232266	0.208414655524204	0	0	1.79615623819995	6.97040914511207	"GIT2;RABGAP1L;DAB2IP;ARAP1;ARHGAP35;ARFGAP2;SGSM1;RIC8B;ADAP2;ALDH1A1;TBC1D25;TBC1D14;SMAP2;RGS9;SRGAP1;TBC1D10A;RAB3GAP1"
"168"	"bile acid and bile salt transport (GO:0015721)"	"4 of 30"	0.0212171445452742	0.321725778882612	0	0	4.16726171156551	16.0562331722127	"NCOA1;NCOA2;RXRA;SLC51A"
"169"	"ATP-dependent chromatin remodeling (GO:0043044)"	"4 of 30"	0.0212171445452742	0.321725778882612	0	0	4.16726171156551	16.0562331722127	"SMARCD2;PBRM1;SMARCB1;SMARCC2"
"170"	"positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)"	"3 of 17"	0.0212810065555945	0.321725778882612	0	0	5.7998595505618	22.329113105524	"PAXIP1;HNF1A;ESR1"
"171"	"negative regulation of axon guidance (GO:1902668)"	"3 of 17"	0.0212810065555945	0.321725778882612	0	0	5.7998595505618	22.329113105524	"SEMA3D;SEMA3G;SEMA4G"
"172"	"positive regulation of nitrogen compound metabolic process (GO:0051173)"	"3 of 17"	0.0212810065555945	0.321725778882612	0	0	5.7998595505618	22.329113105524	"CHRNA7;KLF4;MAP2K5"
"173"	"histone H2A ubiquitination (GO:0033522)"	"3 of 17"	0.0212810065555945	0.321725778882612	0	0	5.7998595505618	22.329113105524	"DDB1;KDM2B;BCOR"
"174"	"histone H2A monoubiquitination (GO:0035518)"	"3 of 17"	0.0212810065555945	0.321725778882612	0	0	5.7998595505618	22.329113105524	"DDB1;KDM2B;BCOR"
"175"	"negative regulation of interleukin-8 production (GO:0032717)"	"3 of 17"	0.0212810065555945	0.321725778882612	0	0	5.7998595505618	22.329113105524	"OTUD7B;KLF4;MAP2K5"
"176"	"regulation of protein localization to membrane (GO:1905475)"	"3 of 17"	0.0212810065555945	0.321725778882612	0	0	5.7998595505618	22.329113105524	"PRKN;GSN;LDLRAP1"
"177"	"regulation of early endosome to late endosome transport (GO:2000641)"	"3 of 17"	0.0212810065555945	0.321725778882612	0	0	5.7998595505618	22.329113105524	"CHMP3;MAPK1;PTPN23"
"178"	"positive regulation of transcription of Notch receptor target (GO:0007221)"	"3 of 17"	0.0212810065555945	0.321725778882612	0	0	5.7998595505618	22.329113105524	"CREBBP;EP300;MAML3"
"2749"	"monovalent inorganic cation transmembrane transporter activity (GO:0015077)"	"3 of 17"	0.0212810065555945	0.208414655524204	0	0	5.7998595505618	22.329113105524	"SLC12A3;SLC23A1;TRAPPC10"
"2750"	"G-protein beta/gamma-subunit complex binding (GO:0031683)"	"3 of 17"	0.0212810065555945	0.208414655524204	0	0	5.7998595505618	22.329113105524	"GNAO1;GNA13;GNA11"
"3306"	"endoplasmic reticulum tubular network (GO:0071782)"	"3 of 17"	0.0212810065555945	0.20571639670408	0	0	5.7998595505618	22.329113105524	"STIM1;PARP16;RAB3GAP1"
"3307"	"clathrin adaptor complex (GO:0030131)"	"3 of 17"	0.0212810065555945	0.20571639670408	0	0	5.7998595505618	22.329113105524	"AFTPH;SYNRG;LDLRAP1"
"179"	"regulation of cell death (GO:0010941)"	"8 of 96"	0.0216231896067702	0.323349830536457	0	0	2.46843255754147	9.46394314270704	"PRKN;ACER2;CDKN1B;APC;CHRNA7;VPS4B;PARP16;EPHB1"
"180"	"negative regulation of cell growth (GO:0030308)"	"9 of 115"	0.0222096149695	0.323349830536457	0	0	2.30652359826821	8.78146578629214	"CDKN1B;ADAM15;NME6;HYAL1;NAIF1;SEMA3G;HRG;SMARCA2;PPP1R9B"
"3308"	"cytoplasmic vesicle (GO:0031410)"	"14 of 215"	0.0228379542289247	0.207711785264422	0	0	1.89619662032207	7.16635555644762	"PRKN;ABCA2;RAB5B;DAB2IP;TRAK1;TIRAP;HYAL1;FLRT1;NTF3;TAOK2;CHMP3;SGK3;RAPGEF6;OPTN"
"181"	"positive regulation of neuron projection development (GO:0010976)"	"8 of 97"	0.0228568838824085	0.323349830536457	0	0	2.44057022074599	9.22170176171724	"PLK5;SYT2;CAMK1D;PLXNA2;NPTN;RAPGEF1;DAB2IP;ARHGAP35"
"2751"	"PDZ domain binding (GO:0030165)"	"6 of 62"	0.0230790872516025	0.208414655524204	0	0	2.9058533145275	10.9516624552566	"NSF;PRKN;ERC1;ATP2B1;SSTR2;TBC1D10A"
"3309"	"vacuole (GO:0005773)"	"6 of 62"	0.0230790872516025	0.207711785264422	0	0	2.9058533145275	10.9516624552566	"CALCOCO2;VPS33A;NBR1;PIP4K2A;TBC1D25;TBC1D14"
"2752"	"microtubule binding (GO:0008017)"	"13 of 195"	0.0233365145472552	0.208414655524204	0	0	1.94373219373219	7.3040324332156	"SUN2;DCTN1;MX1;MTUS1;CCSAP;MID2;EML5;KIF2A;STIM1;APC;KIF13A;KIF21A;KIF20B"
"2753"	"damaged DNA binding (GO:0003684)"	"5 of 46"	0.0235733346634943	0.208414655524204	0	0	3.3053933356235	12.3874212819751	"DDB1;CREBBP;MSH3;CRY2;EP300"
"182"	"negative regulation of blood vessel endothelial cell migration (GO:0043537)"	"4 of 31"	0.0236905320006387	0.323349830536457	0	0	4.01271031932073	15.0182898726433	"HDAC5;KLF4;HRG;MAP2K5"
"183"	"protein destabilization (GO:0031648)"	"4 of 31"	0.0236905320006387	0.323349830536457	0	0	4.01271031932073	15.0182898726433	"PRKN;CREBBP;GSN;EP300"
"184"	"regulation of DNA endoreduplication (GO:0032875)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"SMC1A;SMC3"
"185"	"cellular response to laminar fluid shear stress (GO:0071499)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"KLF4;MAP2K5"
"186"	"regulation of lymphocyte migration (GO:2000401)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"SPN;STK10"
"187"	"glycoside catabolic process (GO:0016139)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"FUCA1;NAGA"
"188"	"positive regulation of histone H4 acetylation (GO:0090240)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"SMARCB1;KAT7"
"189"	"central nervous system neuron axonogenesis (GO:0021955)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"EPHB1;ARHGAP35"
"190"	"negative regulation of cell adhesion mediated by integrin (GO:0033629)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"ACER2;HRG"
"191"	"positive regulation of RIG-I signaling pathway (GO:1900246)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"DDX60;PUM2"
"192"	"activation of signaling protein activity involved in unfolded protein response (GO:0006987)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"DAB2IP;PARP16"
"193"	"negative regulation of RIG-I signaling pathway (GO:0039536)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"RNF125;SEC14L1"
"194"	"glyoxylate metabolic process (GO:0046487)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"GRHPR;HOGA1"
"195"	"regulation of cellular response to insulin stimulus (GO:1900076)"	"2 of 7"	0.0237828669777886	0.323349830536457	0	0	10.8162692847125	40.4397576264201	"SIK2;GPLD1"
"2754"	"primary miRNA binding (GO:0070878)"	"2 of 7"	0.0237828669777886	0.208414655524204	0	0	10.8162692847125	40.4397576264201	"SMAD1;DROSHA"
"2755"	"DEAD/H-box RNA helicase binding (GO:0017151)"	"2 of 7"	0.0237828669777886	0.208414655524204	0	0	10.8162692847125	40.4397576264201	"SMAD1;DROSHA"
"2756"	"AP-2 adaptor complex binding (GO:0035612)"	"2 of 7"	0.0237828669777886	0.208414655524204	0	0	10.8162692847125	40.4397576264201	"LDLRAP1;SIDT2"
"2757"	"single-stranded DNA exodeoxyribonuclease activity (GO:0008297)"	"2 of 7"	0.0237828669777886	0.208414655524204	0	0	10.8162692847125	40.4397576264201	"EXO5;POLE"
"2758"	"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)"	"17 of 280"	0.0240614542880235	0.208414655524204	0	0	1.7615457526665	6.56553490479906	"SMAD1;CREBBP;MAX;TCF12;NFATC3;FOXJ2;HNF1A;KLF4;ELK1;ESR1;SP2;SP1;MYC;NFIC;MEF2D;GABPA;MIXL1"
"2759"	"kinase activity (GO:0016301)"	"17 of 280"	0.0240614542880235	0.208414655524204	0	0	1.7615457526665	6.56553490479906	"GSK3B;DGKD;PRAG1;PANK1;TESK2;DOLK;DGKZ;BCKDK;RPS6KA5;EEF2K;PPIP5K1;NEK1;MAPK1;SGK3;PI4KB;PDK2;MAP2K5"
"196"	"histone modification (GO:0016570)"	"8 of 98"	0.0241393002244909	0.323349830536457	0	0	2.41332704699041	8.98702250223348	"HDAC5;CREBBP;RPS6KA5;KAT6B;SIN3A;KAT6A;EP300;USP51"
"197"	"positive regulation of neuron differentiation (GO:0045666)"	"8 of 98"	0.0241393002244909	0.323349830536457	0	0	2.41332704699041	8.98702250223348	"PLK5;CAMK1D;TCF12;NPTN;RAPGEF1;DAB2IP;VWC2;ARHGAP35"
"198"	"retrograde vesicle-mediated transport, Golgi to ER (GO:0006890)"	"7 of 80"	0.0242286307868582	0.323349830536457	0	0	2.60204318551196	9.68017376248453	"ARF3;NSF;NBAS;KIF2A;GBF1;COPG1;ARFGAP2"
"199"	"vesicle coating (GO:0006901)"	"6 of 63"	0.0247647733888565	0.323349830536457	0	0	2.85472496473907	10.5577237241331	"NSF;SAR1B;SEC16A;TRAPPC10;TRAPPC9;SEC24C"
"200"	"COPII vesicle coating (GO:0048208)"	"6 of 63"	0.0247647733888565	0.323349830536457	0	0	2.85472496473907	10.5577237241331	"NSF;SAR1B;SEC16A;TRAPPC10;TRAPPC9;SEC24C"
"201"	"carbohydrate homeostasis (GO:0033500)"	"6 of 63"	0.0247647733888565	0.323349830536457	0	0	2.85472496473907	10.5577237241331	"INSR;CRY2;LEPR;HNF1A;ADIPOR2;PDK2"
"202"	"vesicle targeting, rough ER to cis-Golgi (GO:0048207)"	"6 of 63"	0.0247647733888565	0.323349830536457	0	0	2.85472496473907	10.5577237241331	"NSF;SAR1B;SEC16A;TRAPPC10;TRAPPC9;SEC24C"
"203"	"positive regulation of cell projection organization (GO:0031346)"	"6 of 63"	0.0247647733888565	0.323349830536457	0	0	2.85472496473907	10.5577237241331	"CAMK1D;PLK5;NPTN;RAPGEF1;DAB2IP;ARHGAP35"
"2760"	"small GTPase binding (GO:0031267)"	"6 of 63"	0.0247647733888565	0.209289066138432	0	0	2.85472496473907	10.5577237241331	"GIT2;ADAP2;ARAP1;SMAP2;RAPGEF6;ARFGAP2"
"204"	"membrane protein ectodomain proteolysis (GO:0006509)"	"3 of 18"	0.0248730638874197	0.323349830536457	0	0	5.41292134831461	19.9951681671177	"ERAP1;DAG1;MYH9"
"205"	"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)"	"3 of 18"	0.0248730638874197	0.323349830536457	0	0	5.41292134831461	19.9951681671177	"VPS4B;MVB12B;PTPN23"
"206"	"negative regulation of protein dephosphorylation (GO:0035308)"	"3 of 18"	0.0248730638874197	0.323349830536457	0	0	5.41292134831461	19.9951681671177	"GSK3B;CRY2;ARPP19"
"207"	"glyceraldehyde-3-phosphate metabolic process (GO:0019682)"	"3 of 18"	0.0248730638874197	0.323349830536457	0	0	5.41292134831461	19.9951681671177	"ALDH1A1;PHACTR1;KHK"
"2761"	"semaphorin receptor binding (GO:0030215)"	"3 of 18"	0.0248730638874197	0.209289066138432	0	0	5.41292134831461	19.9951681671177	"SEMA3D;SEMA3G;SEMA4G"
"2762"	"RNA polymerase II activating transcription factor binding (GO:0001102)"	"5 of 47"	0.0256293414668068	0.212615241182383	0	0	3.22652582159624	11.8220468576407	"CREBBP;LDB1;SIN3A;EP300;MEF2D"
"208"	"protein modification by small protein removal (GO:0070646)"	"16 of 261"	0.0259301385263599	0.335471167184781	0	0	1.77886777028408	6.49704652163141	"PRKN;SMAD1;ZRANB1;USP27X;ABRAXAS1;USP10;KEAP1;OTUD7B;FOXO4;ESR1;TNKS2;APC;MYC;ASXL2;EP300;USP51"
"3310"	"centrosome (GO:0005813)"	"25 of 461"	0.0261813450159298	0.216390723680132	0	0	1.56636418029517	5.70580755621297	"GSK3B;PATJ;DCTN1;VPS4B;DIS3L;CEP120;PHAX;RIC8B;TNKS2;KIF13A;NUP62;LEO1;CEP250;NEK1;PCNT;SLF1;RITA1;HAUS4;HIPK1;CCSAP;APC;KIF2A;AKAP9;KIF20B;RAPGEF6"
"3311"	"microtubule organizing center (GO:0005815)"	"27 of 507"	0.0262713038974451	0.216390723680132	0	0	1.53747274709302	5.59529080874525	"GSK3B;PATJ;DCTN1;VPS4B;DIS3L;CEP120;KEAP1;PHAX;RIC8B;KIF13A;NUP62;LEO1;CEP250;NEK1;PCNT;ABCA2;SLF1;RITA1;HAUS4;HIPK1;CCSAP;APC;KIF2A;AKAP9;SPECC1L;KIF20B;RAPGEF6"
"209"	"endodermal cell differentiation (GO:0035987)"	"4 of 32"	0.0263314250010204	0.337418403227362	0	0	3.86919831223629	14.0722440281709	"CTR9;LEO1;RTF1;MIXL1"
